type,price,beds,bath,propertysqft,latitude,longitude,borough,neighborhood,price_per_sqft
Townhouse,3400000,5,4,4852.0,40.8180997,-73.9429051,Manhattan,Manhattan,700.74
Co-op,329000,2,1,2184.207862,40.7807824,-73.7743544,Queens,Queens,150.63
House,699000,3,2,1008.0,40.6306551,-74.1655807,Manhattan,Staten Island,693.45
Multi-family,1075000,7,3,2184.207862,40.6888948,-73.9059091,Manhattan,Brooklyn,492.17
Multi-family,790000,4,3,1784.0,40.8510197,-73.8533944,Manhattan,Bronx,442.83
Condo,7750000,5,6,3701.0,40.692916,-74.0008815,Brooklyn,Brooklyn,2094.03
Townhouse,19995000,6,8,8757.0,40.7318882,-73.9999891,Manhattan,Manhattan,2283.32
Co-op,3375000,3,3,2184.207862,40.7888952,-73.9545865,Manhattan,Manhattan,1545.18
House,1175000,3,2,2184.207862,40.5790606,-73.9612505,Manhattan,Brooklyn,537.95
Co-op,3150000,4,3,2184.207862,40.7835147,-73.9748183,Manhattan,Manhattan,1442.17
Co-op,15000000,4,6,2184.207862,40.7668419,-73.9707457,Manhattan,Manhattan,6867.48
Co-op,3150000,4,4,2184.207862,40.7699404,-73.9686033,Manhattan,Manhattan,1442.17
House,899000,2,2,1056.0,40.603279,-74.014377,Manhattan,Brooklyn,851.33
Condo,795000,1,1,860.0,40.7614804,-73.9610613,Manhattan,Manhattan,924.42
Co-op,275000,1,1,880.0,40.6329634,-73.9709274,Brooklyn,Brooklyn,312.5
Multi-family,775000,6,2,2910.0,40.8501271,-73.8669885,Manhattan,Bronx,266.32
House,2150000,2,2,2184.207862,40.7479844,-73.9728389,Manhattan,Manhattan,984.34
House,899000,3,1,2184.207862,40.7543613,-73.9077947,Manhattan,Queens,411.59
House,699000,5,4,1838.0,40.8677282,-73.8849595,Manhattan,Bronx,380.3
Multi-family,904000,4,3,2184.207862,40.7236308,-73.8094885,Manhattan,Queens,413.88
House,669000,3,1,2184.207862,40.6899622,-73.8484421,Manhattan,Queens,306.29
Co-op,279000,1,1,2184.207862,40.7312899,-73.85773,Queens,Queens,127.74
Co-op,330000,1,1,656.0,40.7843012,-73.7761962,Queens,Queens,503.05
Co-op,399000,3,1,2184.207862,40.7697297,-73.9590126,Manhattan,Manhattan,182.67
Co-op,740000,2,1,2184.207862,40.7887084,-73.9700091,Manhattan,Manhattan,338.8
House,590000,5,3,1152.0,40.6019328,-73.7587155,Manhattan,Queens,512.15
House,1250000,3,2,2049.0,40.6520971,-73.9451094,Manhattan,Brooklyn,610.05
Co-op,975000,2,2,1270.0,40.8370331,-73.9477948,Manhattan,Manhattan,767.72
Condo,849000,3,2,2184.207862,40.7719831,-73.9802428,Manhattan,Manhattan,388.7
House,1699000,3,2,2200.0,40.6870728,-73.9584649,Manhattan,Brooklyn,772.27
Co-op,1195000,2,2,2184.207862,40.77475,-73.9488864,Manhattan,Manhattan,547.11
Co-op,190000,3,1,500.0,40.7122499,-73.78851,Queens,Queens,380.0
Co-op,405000,3,1,550.0,40.7740666,-73.9522989,Manhattan,Manhattan,736.36
Co-op,169500,1,1,2184.207862,40.8531021,-73.8636237,Bronx,Bronx,77.6
House,738280,3,2,1302.0,40.6619508,-73.7548417,Manhattan,Queens,567.04
Multi-family,950000,5,2,1660.0,40.5792869,-73.9603435,Manhattan,Brooklyn,572.29
Condo,800000,3,1,916.0,40.7067114,-74.010457,Manhattan,Manhattan,873.36
Condo,359000,2,1,920.0,40.654871,-73.8847697,Brooklyn,Brooklyn,390.22
Co-op,1950000,2,3,2184.207862,40.7695956,-73.9688773,Manhattan,Manhattan,892.77
Townhouse,999000,7,4,2184.207862,40.6656785,-73.8916486,Manhattan,Brooklyn,457.37
Co-op,1950000,2,2,960.0,40.7373507,-74.0063169,Manhattan,Manhattan,2031.25
Condo,649000,1,1,2184.207862,40.8121684,-73.9523535,Manhattan,Manhattan,297.13
Condo,1175000,4,2,2184.207862,40.7932921,-73.7951779,Queens,Queens,537.95
House,799000,4,2,2184.207862,40.6757849,-73.8361627,Manhattan,Queens,365.81
Condo,2950000,3,2,1709.0,40.6935342,-74.0002618,Brooklyn,Brooklyn,1726.16
Condo,358000,3,1,2184.207862,40.7187728,-73.811168,Queens,Queens,163.9
Co-op,189999,1,1,2184.207862,40.704719,-73.832559,Queens,Queens,86.99
Condo,760000,1,1,700.0,40.766298,-73.9881994,Manhattan,Manhattan,1085.71
Multi-family,675999,3,2,2070.0,40.8974036,-73.8427908,Manhattan,Bronx,326.57
Condo,380000,3,1,393.0,40.6184843,-74.0001507,Brooklyn,Brooklyn,966.92
Co-op,379000,2,1,2184.207862,40.7334099,-73.85851,Queens,Queens,173.52
Co-op,995000,2,2,2184.207862,40.7699248,-73.9617134,Manhattan,Manhattan,455.54
Condo,649000,3,2,1150.0,40.6280068,-73.9155812,Brooklyn,Brooklyn,564.35
Condo,475000,1,1,739.0,40.5789422,-73.9632143,Brooklyn,Brooklyn,642.76
Townhouse,7250000,1,2,4930.0,40.7168184,-74.0085588,Manhattan,Manhattan,1470.59
Condo,3995000,3,4,2456.0,40.7781672,-73.9489094,Manhattan,Manhattan,1626.63
Townhouse,2299000,7,6,2184.207862,40.8066101,-73.9390361,Manhattan,Manhattan,1052.56
Co-op,3200000,3,4,1825.0,40.7703005,-73.9804715,Manhattan,Manhattan,1753.42
Co-op,579000,3,2,1200.0,40.7346339,-73.8602384,Queens,Queens,482.5
House,1175000,3,2,2184.207862,40.577735,-73.9632478,Manhattan,Brooklyn,537.95
Condo,648888,2,2,950.0,40.7188694,-73.8111217,Queens,Queens,683.04
Multi-family,989000,7,5,3978.0,40.6659011,-73.854748,Manhattan,Queens,248.62
Co-op,995000,1,1,2184.207862,40.7440497,-73.9980389,Manhattan,Manhattan,455.54
Co-op,154900,1,1,700.0,40.8646563,-73.9082145,Bronx,Bronx,221.29
Condo,399000,1,1,577.0,40.6373585,-74.0272224,Brooklyn,Brooklyn,691.51
Condo,589000,3,1,415.0,40.7602412,-73.9954328,Manhattan,Manhattan,1419.28
Townhouse,760000,2,2,2337.0,40.5148559,-74.2032529,Manhattan,Staten Island,325.2
Condo,3795000,3,3,2250.0,40.7747519,-73.9561067,Manhattan,Manhattan,1686.67
Co-op,199999,3,1,471.0,40.7223099,-73.84153,Queens,Queens,424.63
Co-op,2500000,3,2,3200.0,40.7468872,-73.9910651,Manhattan,Manhattan,781.25
House,749999,3,2,2184.207862,40.6485435,-73.9292272,Manhattan,Brooklyn,343.37
Co-op,1595000,2,2,2184.207862,40.7942107,-73.9761618,Manhattan,Manhattan,730.24
Co-op,258000,3,1,500.0,40.7666016,-73.8157611,Queens,Queens,516.0
House,685000,3,2,1280.0,40.5491914,-74.1660279,Manhattan,Staten Island,535.16
Multi-family,599000,5,2,2184.207862,40.607379,-73.754678,Manhattan,Queens,274.24
Condo,3250000,3,2,2292.0,40.7175362,-73.9899587,Manhattan,Manhattan,1417.98
Condo,245000,1,1,800.0,40.6189484,-74.1071576,Staten Island,Staten Island,306.25
Co-op,729000,3,2,1400.0,40.8924692,-73.9091145,Bronx,Bronx,520.71
Multi-family,779000,3,2,1557.0,40.8494439,-73.8515779,Manhattan,Bronx,500.32
Condo,1090000,3,3,1295.0,40.6260941,-73.9815074,Brooklyn,Brooklyn,841.7
Co-op,365000,2,1,925.0,40.602199,-73.9709488,Brooklyn,Brooklyn,394.59
Townhouse,12495000,4,4,6310.0,40.7777566,-73.9600565,Manhattan,Manhattan,1980.19
Condo,1990000,2,2,1309.0,40.7439229,-73.9937052,Manhattan,Manhattan,1520.24
Multi-family,1200000,6,4,2808.0,40.8928243,-73.8348075,Manhattan,Bronx,427.35
Co-op,473000,2,1,1000.0,40.5782536,-73.9534785,Brooklyn,Brooklyn,473.0
Co-op,2348000,3,4,2184.207862,40.7526263,-73.9658766,Manhattan,Manhattan,1074.99
Condo,25000000,5,6,4089.0,40.7481933,-74.006941,Manhattan,Manhattan,6113.96
Condo,995000,1,1,2184.207862,40.7344156,-73.9836325,Manhattan,Manhattan,455.54
Townhouse,2950000,4,4,2184.207862,40.6773575,-74.0013329,Manhattan,Brooklyn,1350.6
Co-op,133000,1,1,630.0,40.8720291,-73.8695302,Bronx,Bronx,211.11
Multi-family,850000,5,3,3024.0,40.8770223,-73.8585612,Manhattan,Bronx,281.08
Co-op,1850000,3,2,2184.207862,40.7377082,-73.9819095,Manhattan,Manhattan,846.99
Condo,4995000,3,2,2803.0,40.736841,-73.99679,Manhattan,Manhattan,1782.02
Co-op,398800,1,1,2184.207862,40.7505816,-73.8847602,Queens,Queens,182.58
Co-op,142500,3,1,2184.207862,40.7048447,-73.8022389,Queens,Queens,65.24
House,2570000,5,2,2000.0,40.6193875,-74.0353364,Manhattan,Brooklyn,1285.0
Co-op,225000,1,1,900.0,40.8574263,-73.8708848,Bronx,Bronx,250.0
Co-op,345000,1,1,900.0,40.7606023,-73.8222658,Queens,Queens,383.33
House,875000,5,2,1974.0,40.6174718,-73.9231114,Manhattan,Brooklyn,443.26
Co-op,694000,2,1,2184.207862,40.6657959,-73.9527658,Brooklyn,Brooklyn,317.74
Co-op,495000,1,1,2184.207862,40.767256,-73.9682231,Manhattan,Manhattan,226.63
Co-op,649000,1,1,687.0,40.7571111,-73.9630783,Manhattan,Manhattan,944.69
Condo,659000,2,1,714.0,40.6486309,-73.9674377,Brooklyn,Brooklyn,922.97
Co-op,429000,2,1,850.0,40.6343667,-74.0311335,Brooklyn,Brooklyn,504.71
Condo,368000,3,1,2184.207862,40.7781488,-73.782075,Queens,Queens,168.48
House,758800,3,2,1633.0,40.5910792,-74.0801059,Manhattan,Staten Island,464.67
Condo,1795000,2,2,1245.0,40.7022611,-73.9854097,Brooklyn,Brooklyn,1441.77
Condo,21500000,5,2,4179.0,40.7847977,-73.9556597,Manhattan,Manhattan,5144.77
Multi-family,1595000,5,3,2184.207862,40.7435797,-73.8964717,Manhattan,Queens,730.24
Townhouse,6500000,7,5,2184.207862,40.7693076,-73.9621998,Manhattan,Manhattan,2975.91
Multi-family,1089000,4,3,2184.207862,40.7099505,-73.7626558,Manhattan,Queens,498.58
Condo,735000,1,1,2184.207862,40.7491662,-73.9406038,Queens,Queens,336.51
Co-op,350000,1,1,2184.207862,40.8510315,-73.9416561,Manhattan,Manhattan,160.24
Condo,780000,3,3,1236.0,40.767546,-73.8314686,Manhattan,Queens,631.07
Co-op,173000,3,1,500.0,40.7172419,-73.8336819,Queens,Queens,346.0
House,995000,4,2,2200.0,40.6146934,-74.0996097,Manhattan,Staten Island,452.27
Multi-family,775000,4,2,2184.207862,40.656902,-73.7523889,Manhattan,Queens,354.82
Condo,1649000,1,1,800.0,40.7617008,-73.9996228,Manhattan,Manhattan,2061.25
Multi-family,1290000,5,3,2184.207862,40.7404458,-73.9008992,Manhattan,Queens,590.6
House,575000,3,1,1390.0,40.8069155,-73.8562067,Manhattan,Bronx,413.67
House,1499000,7,6,2184.207862,40.7952284,-73.8483228,Manhattan,Queens,686.29
Co-op,800000,2,1,1200.0,40.6072346,-73.9847935,Brooklyn,Brooklyn,666.67
Co-op,750000,1,1,2184.207862,40.7477728,-73.9794793,Manhattan,Manhattan,343.37
Condo,1750000,2,2,1320.0,40.6774843,-74.0147997,Brooklyn,Brooklyn,1325.76
Condo,2750000,2,2,1488.0,40.7155919,-73.9912903,Manhattan,Manhattan,1848.12
Condo,698000,1,1,2184.207862,40.8162042,-73.9383242,Manhattan,Manhattan,319.57
Co-op,425000,1,1,2184.207862,40.7643711,-73.9593578,Manhattan,Manhattan,194.58
Condo,26000000,5,6,4859.0,40.718295,-74.007645,Manhattan,Manhattan,5350.9
Condo,3999999,2,2,1997.0,40.7509451,-74.0035855,Manhattan,Manhattan,2003.0
Condo,2295000,3,3,1615.0,40.7641145,-73.9651826,Manhattan,Manhattan,1421.05
Multi-family,689900,3,4,2448.0,40.6210192,-74.1602713,Manhattan,Staten Island,281.82
House,3850000,4,4,4374.0,40.7295332,-73.957726,Manhattan,Brooklyn,880.2
Co-op,243000,2,1,965.0,40.8643305,-73.9075188,Bronx,Bronx,251.81
Co-op,1995000,4,2,2184.207862,40.7129113,-73.9781415,Manhattan,Manhattan,913.37
Co-op,250000,3,1,2184.207862,40.7593913,-73.9054195,Queens,Queens,114.46
House,845000,4,2,2184.207862,40.7108416,-73.7572751,Manhattan,Queens,386.87
Condo,599888,1,1,826.0,40.7436341,-73.916415,Manhattan,Queens,726.26
Co-op,325000,2,1,2184.207862,40.7373584,-73.8574251,Queens,Queens,148.8
Townhouse,999000,4,2,2184.207862,40.6964448,-73.9283241,Manhattan,Brooklyn,457.37
Condo,688000,3,2,982.0,40.6403284,-74.0028134,Brooklyn,Brooklyn,700.61
House,950000,3,2,1308.0,40.8704967,-73.9011805,Manhattan,Bronx,726.3
Co-op,249000,1,1,750.0,40.7326518,-73.8546547,Queens,Queens,332.0
Co-op,465000,1,1,2184.207862,40.754143,-73.963502,Manhattan,Manhattan,212.89
Multi-family,2499000,7,8,3700.0,40.6278319,-74.024872,Manhattan,Brooklyn,675.41
Condo,409000,1,1,559.0,40.7523131,-73.8324302,Queens,Queens,731.66
Condo,630000,2,2,750.0,40.7627502,-73.8267096,Queens,Queens,840.0
Condo,874000,2,2,915.0,40.694352,-73.919978,Brooklyn,Brooklyn,955.19
Condo,4995000,4,4,2184.207862,40.774136,-73.96342,Manhattan,Manhattan,2286.87
Co-op,875000,2,2,2184.207862,40.7821142,-73.9544199,Manhattan,Manhattan,400.6
Co-op,975000,2,2,2184.207862,40.7795544,-73.9848893,Manhattan,Manhattan,446.39
Co-op,475000,3,1,2184.207862,40.8211783,-73.956073,Manhattan,Manhattan,217.47
Co-op,975000,1,1,2184.207862,40.7933309,-73.9749909,Manhattan,Manhattan,446.39
Co-op,175000,1,1,627.0,40.7101573,-73.7988498,Queens,Queens,279.11
Condo,3000000,1,2,1600.0,40.7015519,-73.995867,Brooklyn,Brooklyn,1875.0
Condo,2400000,1,2,1427.0,40.7613258,-73.9774014,Manhattan,Manhattan,1681.85
Townhouse,14995000,5,2,6000.0,40.7719074,-73.9601359,Manhattan,Manhattan,2499.17
House,988000,4,4,2184.207862,40.7736469,-73.777944,Manhattan,Queens,452.34
Co-op,299999,1,1,850.0,40.7249599,-73.84549,Queens,Queens,352.94
Co-op,120000,2,1,1100.0,40.8310613,-73.8998364,Bronx,Bronx,109.09
Condo,1995000,3,2,1376.0,40.7451522,-73.9927778,Manhattan,Manhattan,1449.85
Townhouse,1300000,3,2,2184.207862,40.8274367,-73.9438954,Manhattan,Manhattan,595.18
Condo,1400000,3,2,1625.0,40.5783596,-73.8365039,Manhattan,Queens,861.54
Condo,1080000,1,2,941.0,40.685976,-73.9349974,Brooklyn,Brooklyn,1147.72
House,1175000,3,2,2184.207862,40.5791234,-73.9613152,Manhattan,Brooklyn,537.95
Co-op,670000,1,1,2184.207862,40.7593483,-73.9617192,Manhattan,Manhattan,306.75
House,1499000,5,4,3200.0,40.5883964,-73.7934995,Manhattan,Queens,468.44
House,1200000,4,2,2173.0,40.5995725,-74.1264046,Manhattan,Staten Island,552.23
Multi-family,3299000,5,3,2184.207862,40.6923306,-73.9709219,Manhattan,Brooklyn,1510.39
Multi-family,2500000,7,4,2660.0,40.7956068,-73.9338581,Manhattan,Manhattan,939.85
House,799000,3,2,2184.207862,40.6284586,-73.9450168,Manhattan,Brooklyn,365.81
House,715000,4,2,1866.0,40.8151628,-73.8462531,Manhattan,Bronx,383.17
Condo,925000,2,2,1033.0,40.7958546,-73.9464985,Manhattan,Manhattan,895.45
Multi-family,750000,5,3,3327.0,40.8959505,-73.859572,Manhattan,Bronx,225.43
Condo,2795000,2,2,1372.0,40.7716812,-73.9815796,Manhattan,Manhattan,2037.17
Multi-family,1560000,5,2,2184.207862,40.6165009,-73.9885469,Manhattan,Brooklyn,714.22
Co-op,4650000,3,3,2184.207862,40.7680852,-73.9572619,Manhattan,Manhattan,2128.92
Co-op,1199000,2,2,1000.0,40.775154,-73.962097,Manhattan,Manhattan,1199.0
Condo,2850000,3,2,1912.0,40.7102929,-73.9660133,Brooklyn,Brooklyn,1490.59
Multi-family,680000,3,2,2375.0,40.8902197,-73.8385449,Manhattan,Bronx,286.32
Co-op,530000,1,1,2184.207862,40.7478025,-73.9811899,Manhattan,Manhattan,242.65
Co-op,475000,2,1,2184.207862,40.7640468,-73.934811,Queens,Queens,217.47
House,1049000,3,1,1683.0,40.6249039,-74.0253417,Manhattan,Brooklyn,623.29
Multi-family,995000,7,5,2184.207862,40.6642913,-73.8554975,Manhattan,Queens,455.54
Co-op,245000,1,1,550.0,40.6339001,-74.0299973,Brooklyn,Brooklyn,445.45
Condo,695000,2,2,1080.0,40.5754825,-73.9747644,Brooklyn,Brooklyn,643.52
Condo,555000,2,1,2184.207862,40.7689132,-73.8929233,Manhattan,Queens,254.1
Co-op,4950000,2,2,2184.207862,40.7731562,-73.9781993,Manhattan,Manhattan,2266.27
Multi-family,928000,3,4,1640.0,40.6527672,-74.0120752,Manhattan,Brooklyn,565.85
House,725000,3,2,2184.207862,40.6763934,-73.7998105,Manhattan,Queens,331.93
Co-op,199000,1,1,550.0,40.614409,-73.9479665,Brooklyn,Brooklyn,361.82
Multi-family,854000,6,2,2184.207862,40.8655935,-73.8916669,Manhattan,Bronx,390.99
House,1439000,4,2,2184.207862,40.6857744,-73.9493686,Manhattan,Brooklyn,658.82
Co-op,475000,2,1,975.0,40.5989402,-73.9939759,Manhattan,Brooklyn,487.18
Condo,815000,2,2,1000.0,40.5869733,-73.9514755,Brooklyn,Brooklyn,815.0
Condo,474000,2,1,750.0,40.6442712,-73.9986359,Brooklyn,Brooklyn,632.0
Condo,2350000,2,2,1572.0,40.7422513,-74.0010561,Manhattan,Manhattan,1494.91
Co-op,1325000,2,2,1250.0,40.779515,-73.9844714,Manhattan,Manhattan,1060.0
Co-op,590000,2,1,800.0,40.6311681,-73.9610093,Brooklyn,Brooklyn,737.5
Condo,610000,1,1,673.0,40.7082816,-74.0180413,Manhattan,Manhattan,906.39
Multi-family,789000,4,2,2184.207862,40.6382091,-73.9325492,Manhattan,Brooklyn,361.23
Condo,1299000,1,2,1066.0,40.7617181,-73.969764,Manhattan,Manhattan,1218.57
House,632000,4,2,1496.0,40.5533858,-74.1974018,Manhattan,Staten Island,422.46
Co-op,499000,2,1,2184.207862,40.7272034,-73.8471901,Manhattan,Queens,228.46
Condo,800000,2,1,850.0,40.6813996,-73.9537521,Brooklyn,Brooklyn,941.18
Condo,725000,1,1,696.0,40.6802147,-73.9567445,Brooklyn,Brooklyn,1041.67
Co-op,349500,1,1,900.0,40.7157399,-73.83672,Queens,Queens,388.33
Co-op,625000,2,1,2184.207862,40.8025988,-73.9673459,Manhattan,Manhattan,286.14
Multi-family,1090000,5,3,2184.207862,40.7110433,-73.9060792,Manhattan,Queens,499.04
Multi-family,1348000,6,3,2184.207862,40.7535493,-73.8547131,Manhattan,Queens,617.16
Co-op,2975000,3,2,2184.207862,40.7733572,-73.961686,Manhattan,Manhattan,1362.05
Co-op,280000,1,1,2184.207862,40.7533266,-73.8265256,Queens,Queens,128.19
Co-op,259000,1,1,2184.207862,40.7365072,-73.8733466,Queens,Queens,118.58
Condo,550000,3,1,446.0,40.7670912,-73.9616292,Manhattan,Manhattan,1233.18
Condo,12495000,4,3,2184.207862,40.7265745,-73.9945558,Manhattan,Manhattan,5720.61
Multi-family,4800000,5,6,2184.207862,40.6912637,-73.9696573,Manhattan,Brooklyn,2197.59
Co-op,398000,3,1,1000.0,40.7756728,-73.827111,Queens,Queens,398.0
Co-op,385000,1,1,2184.207862,40.6249201,-74.0404698,Brooklyn,Brooklyn,176.27
House,968000,3,2,2845.0,40.588988,-74.1530581,Manhattan,Staten Island,340.25
Co-op,350000,1,1,2184.207862,40.7337965,-73.8620837,Queens,Queens,160.24
Condo,498000,1,1,785.0,40.7275115,-73.86069,Queens,Queens,634.39
Townhouse,1675000,5,2,2100.0,40.6957069,-73.9344472,Manhattan,Brooklyn,797.62
Co-op,525000,3,1,2184.207862,40.7324146,-73.9898491,Manhattan,Manhattan,240.36
Co-op,280000,1,1,850.0,40.5895139,-73.9497416,Brooklyn,Brooklyn,329.41
House,849000,4,2,2184.207862,40.6793288,-73.8192101,Manhattan,Queens,388.7
Condo,1250000,1,1,855.0,40.7791164,-73.9482901,Manhattan,Manhattan,1461.99
Condo,359999,3,2,2184.207862,40.8203804,-73.9109368,Bronx,Bronx,164.82
Co-op,229000,1,1,2184.207862,40.7763731,-73.9073075,Queens,Queens,104.84
Co-op,3995000,3,2,2184.207862,40.7379419,-73.9907264,Manhattan,Manhattan,1829.04
Multi-family,1499000,6,4,3450.0,40.5922552,-74.0972237,Manhattan,Staten Island,434.49
Condo,2649000,3,3,1699.0,40.7463283,-73.972718,Manhattan,Manhattan,1559.15
Condo,385000,2,1,919.0,40.6543591,-73.8837899,Brooklyn,Brooklyn,418.93
Co-op,695000,1,1,2184.207862,40.7640805,-73.9818551,Manhattan,Manhattan,318.19
Multi-family,1799000,7,2,4140.0,40.8451935,-73.9036716,Manhattan,Bronx,434.54
Condo,585000,3,2,2184.207862,40.7453084,-73.9445819,Manhattan,Queens,267.83
Co-op,179000,1,1,600.0,40.6387293,-73.9490472,Brooklyn,Brooklyn,298.33
Condo,2100000,3,3,1638.0,40.7585686,-73.9669708,Manhattan,Manhattan,1282.05
Townhouse,615000,3,2,1664.0,40.872068,-73.8605942,Manhattan,Bronx,369.59
Co-op,323000,1,1,800.0,40.5911414,-73.9676771,Brooklyn,Brooklyn,403.75
Condo,880000,1,1,713.0,40.747145,-73.9408974,Manhattan,Queens,1234.22
Condo,1500000,2,2,1334.0,40.8084181,-73.9433027,Manhattan,Manhattan,1124.44
Co-op,425000,3,1,2184.207862,40.7631119,-73.9668867,Manhattan,Manhattan,194.58
Co-op,2175000,4,4,2184.207862,40.7468058,-73.9797483,Manhattan,Manhattan,995.78
Co-op,1296000,2,2,1200.0,40.7709564,-73.9487946,Manhattan,Manhattan,1080.0
Co-op,3395000,4,3,3111.0,40.7763812,-73.9800135,Manhattan,Manhattan,1091.29
Co-op,450000,2,1,1100.0,40.595967,-73.9504018,Brooklyn,Brooklyn,409.09
Condo,649000,3,2,1770.0,40.5838274,-73.8243138,Queens,Queens,366.67
Co-op,265000,2,1,900.0,40.5920038,-73.9410354,Brooklyn,Brooklyn,294.44
Condo,3595000,2,2,2184.207862,40.7701937,-73.9829177,Manhattan,Manhattan,1645.91
Multi-family,797777,4,2,2184.207862,40.6764388,-73.8008604,Manhattan,Queens,365.25
House,549000,4,2,2184.207862,40.6027057,-73.7548417,Manhattan,Queens,251.35
House,749000,3,2,1400.0,40.6306818,-73.9325033,Manhattan,Brooklyn,535.0
Co-op,398000,3,1,900.0,40.617177,-73.986447,Brooklyn,Brooklyn,442.22
Condo,680000,2,2,847.0,40.7367106,-73.8722089,Queens,Queens,802.83
Co-op,499000,2,1,2184.207862,40.7537299,-73.88503,Queens,Queens,228.46
Townhouse,2250000,4,2,1360.0,40.6568189,-73.9795706,Manhattan,Brooklyn,1654.41
Townhouse,4995000,6,2,7868.0,40.7320958,-73.9837146,Manhattan,Manhattan,634.85
House,7188000,3,3,4108.0,40.7150155,-74.0093372,Manhattan,Manhattan,1749.76
Co-op,999000,1,1,2184.207862,40.6698886,-73.9726587,Brooklyn,Brooklyn,457.37
Condo,799000,2,2,868.0,40.7696789,-73.772159,Queens,Queens,920.51
Condo,699000,1,1,2184.207862,40.7441863,-73.9037635,Queens,Flushing,320.02
Co-op,940000,2,1,2184.207862,40.7689684,-73.9543121,Manhattan,Manhattan,430.36
Townhouse,3460000,2,2,2484.0,40.7037221,-73.9870968,Manhattan,Brooklyn,1392.91
Condo,1395000,2,2,2184.207862,40.778484,-73.9524912,Manhattan,Manhattan,638.68
House,629000,3,2,1575.0,40.8734881,-73.8582333,Manhattan,Bronx,399.37
Townhouse,2850000,4,2,1725.0,40.6622005,-73.9869853,Manhattan,Brooklyn,1652.17
Co-op,2995000,3,4,2184.207862,40.7703005,-73.9804715,Manhattan,Manhattan,1371.21
Co-op,2750000,2,2,2184.207862,40.7687082,-73.9694439,Manhattan,Manhattan,1259.04
Co-op,1395000,2,2,2184.207862,40.7716485,-73.9646206,Manhattan,Manhattan,638.68
Multi-family,1049000,6,2,2184.207862,40.7124648,-73.8767192,Manhattan,Queens,480.27
Condo,4250000,2,2,1778.0,40.7537586,-74.003221,Manhattan,Manhattan,2390.33
Co-op,925000,3,2,1700.0,40.7640501,-73.964336,Manhattan,Manhattan,544.12
Condo,1695000,2,2,1035.0,40.7163702,-73.9515728,Brooklyn,Brooklyn,1637.68
Condo,599000,1,1,958.0,40.7494499,-73.8778676,Queens,Queens,625.26
Co-op,1250000,2,2,1350.0,40.7695956,-73.9688773,Manhattan,Manhattan,925.93
Condo,610000,3,2,923.0,40.6863077,-73.9709274,Brooklyn,Brooklyn,660.89
House,1350000,3,2,2184.207862,40.7970316,-73.9395297,Manhattan,Manhattan,618.07
Co-op,2395000,4,4,3600.0,40.7491926,-73.9695417,Manhattan,Manhattan,665.28
Condo,1080000,2,2,1545.0,40.7841243,-73.8569018,Queens,Queens,699.03
Co-op,588888,3,2,1150.0,40.7318958,-73.8599645,Queens,Queens,512.08
Co-op,279000,2,1,2184.207862,40.7063799,-73.79996,Queens,Queens,127.74
Condo,1199000,2,1,1080.0,40.6163434,-74.0377889,Brooklyn,Brooklyn,1110.19
House,1390000,3,2,1276.0,40.8807227,-73.8993457,Manhattan,Bronx,1089.34
Multi-family,1150000,6,3,2400.0,40.6309272,-73.9303563,Manhattan,Brooklyn,479.17
Co-op,6350000,4,4,2184.207862,40.7836703,-73.9709274,Manhattan,Manhattan,2907.23
Condo,650000,2,2,1013.0,40.8870567,-73.908722,Bronx,Bronx,641.66
House,599999,3,2,1340.0,40.6677486,-73.9134481,Manhattan,Brooklyn,447.76
Co-op,395000,2,1,950.0,40.909252,-73.905421,Bronx,Bronx,415.79
Co-op,299000,1,1,700.0,40.7547282,-73.8859706,Queens,Queens,427.14
Condo,549000,2,2,1113.0,40.6687898,-73.8494942,Queens,Queens,493.26
Condo,1350000,2,2,1066.0,40.7200818,-73.9473654,Brooklyn,Brooklyn,1266.42
Condo,499000,1,1,571.0,40.7440779,-73.9118986,Queens,Queens,873.91
Condo,1351242,2,2,1026.0,40.747963,-73.944456,Queens,Queens,1317.0
Co-op,249000,2,1,830.0,40.5871568,-73.9709274,Brooklyn,Brooklyn,300.0
